backend_name,backend_unit,case_id,base_sample_id,attempt_id,candidate_id,candidate_index,candidate_path,candidate_source,proposal_count,candidate_count,runtime_sec,failure_stage,failure_reason,same_topology,requires_fixed_structure_match,uses_h_clash_in_generation,generation_metadata
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_001.sdf,single_anchor_axis_rotation,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": -150.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_002.sdf,single_anchor_axis_rotation,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": 120.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:003,3,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_003.sdf,internal_target_torsion,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": 60.0, ""moved_atom_indices"": [14, 15, 16, 17], ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0, ""torsion_bond"": [13, 14]}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:004,4,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_004.sdf,internal_target_torsion,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": -120.0, ""moved_atom_indices"": [16, 17], ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0, ""torsion_bond"": [14, 16]}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:005,5,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_005.sdf,internal_target_torsion,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": 180.0, ""moved_atom_indices"": [16, 17], ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0, ""torsion_bond"": [14, 16]}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:006,6,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_006.sdf,single_anchor_axis_rotation,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": 90.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0019289070974650713, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0019289070974650713}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:007,7,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_007.sdf,single_anchor_axis_rotation,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": 150.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.002966468237900699, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.002966468237900699}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_002080,complex_crossdocked_000042,rule_fixed_topology:case_002080,rule_fixed_topology:case_002080:008,8,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_002080/rule_candidate_008.sdf,single_anchor_axis_rotation,39,8,0.24619641434401274,,,True,False,False,"{""angle_deg"": -180.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.007447507487995608, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.007447507487995608}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_001704,complex_crossdocked_000035,rule_fixed_topology:case_001704,rule_fixed_topology:case_001704:001,1,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001704/rule_candidate_001.sdf,single_anchor_axis_rotation,39,8,0.120949930511415,,,True,False,False,"{""angle_deg"": 30.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0}"
rule_fixed_topology,fixed_topology_local_conformer_repair,case_001704,complex_crossdocked_000035,rule_fixed_topology:case_001704,rule_fixed_topology:case_001704:002,2,/home/lyj/mnt/project/clash2feedback_gc/runs/phase4_0_backend_feasibility/rule_only/case_001704/rule_candidate_002.sdf,single_anchor_axis_rotation,39,8,0.120949930511415,,,True,False,False,"{""angle_deg"": 45.0, ""new_after_severe_pairs"": 0, ""new_after_total_clash_score"": 0.0, ""old_after_severe_pairs"": 0, ""old_after_total_clash_score"": 0.0}"
